"","V91","V96","V116","V132","V146","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V318","V319","V353","V355"
"217",1,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,45
"218",2,7,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,61
"219",2,10,10,8,1,5,1,1,1,1,1,5,6,1,3,1,1,1,3,1,5,1,1,1,1,10,1,1,1,30
"220",2,8,9,7,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,41
"221",2,8,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47
"222",2,9,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,43
"223",2,5,5,10,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,5,10,1,1,1,10,1,1,1,53
"224",2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,5,1,1,1,1,10,2,1,1,32
"225",2,6,8,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,5,1,1,2,7,1,1,1,1,36
"226",2,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,3,5,1,1,1,1,1,1,1,1,19
"227",2,10,3,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,35
"228",2,10,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,1,1,1,6,5,1,1,1,45
"229",2,7,10,9,1,1,3,1,1,1,1,3,3,5,5,1,1,5,10,10,3,1,1,1,1,10,1,1,1,25
"230",2,8,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53
"231",2,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,48
"232",2,6,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,10,10,1,1,1,35
"233",1,5,8,8,1,1,1,1,1,1,1,6,6,1,1,1,1,4,5,4,6,5,1,1,2,10,1,1,1,26
"234",2,6,7,7,1,1,1,1,1,1,1,1,5,5,1,1,1,1,10,5,5,10,1,1,1,10,1,1,1,33
"235",2,8,7,4,1,1,1,1,1,1,1,5,6,1,1,1,1,1,5,4,1,4,1,3,1,10,1,1,1,23
"236",2,8,8,9,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,7,1,1,1,27
"237",1,5,5,7,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,5,1,1,1,6,2,1,1,1,43
"238",2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,21
"239",2,5,8,10,1,1,1,1,1,5,2,2,4,5,1,1,1,1,5,1,5,5,1,3,5,2,1,3,1,20
"240",2,10,10,10,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,5,5,10,1,1,1,10,1,1,1,20
"241",2,8,5,7,1,1,1,1,4,5,1,3,1,1,1,1,1,5,5,5,10,1,3,3,5,1,1,3,1,20
"242",2,6,6,4,1,2,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,1,1,28
"243",2,8,7,4,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,4,3,3,1,2,2,7,3,1,1,37
"244",2,7,8,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5,1,1,1,10,1,1,1,21
"245",2,8,5,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,1,1,2,30
"246",2,9,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,32
"247",2,9,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21
"248",2,8,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,40
"249",1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,45
"250",2,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,31
"251",2,7,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,2,27
"252",2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,26
"253",2,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,23
"254",2,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,30
"255",2,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19
"256",1,7,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,43
"257",2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,1,1,2,5,1,1,1,46
"258",2,5,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,35
"259",2,6,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51
"260",2,5,6,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,4,1,1,2,2,2,1,1,1,27
"261",2,10,10,9,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62
"262",2,6,8,9,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,10,1,3,1,10,1,1,1,46
"263",1,5,8,7,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,65
"264",2,8,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,52
"265",1,3,5,9,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,20
"266",2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
"267",2,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
"268",2,5,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,45
"269",2,5,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,1,1,2,34
"270",2,10,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,1,10,1,1,2,50
"271",2,4,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
"272",1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,62
"273",2,5,9,2,1,1,1,1,1,1,1,1,1,10,1,1,1,5,1,5,10,1,1,1,1,5,1,1,1,28
"274",2,8,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,59
"275",2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,10,1,1,1,25
"276",2,5,10,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,3,1,10,1,1,2,45
"277",2,5,7,5,1,5,1,1,1,1,1,6,7,1,1,1,1,1,6,1,7,1,1,1,1,10,1,1,1,19
"278",1,4,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,6,10,10,1,1,1,1,1,1,1,20
"279",2,5,4,5,1,1,1,1,1,1,1,6,6,1,1,1,1,5,1,1,1,10,1,1,1,1,1,1,1,20
"280",1,10,10,6,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,1,1,5,1,1,1,5,1,1,2,42
"281",1,5,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,60
"282",1,5,9,9,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,30
"283",1,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,19
"284",2,5,1,5,1,1,1,1,1,1,1,5,10,1,1,1,1,1,5,1,1,1,1,1,1,7,1,1,1,20
"285",2,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,47
"286",2,10,9,4,2,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,5,1,1,10,1,1,1,25
"287",2,8,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,1,6,1,1,2,48
"288",1,10,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,42
"289",2,5,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,30
"290",1,10,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,2,44
"291",1,3,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26
"292",1,8,7,8,1,8,5,5,5,5,5,5,8,5,5,10,4,8,5,10,3,3,1,5,5,10,5,8,1,23
"293",2,9,9,9,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,2,55
"294",2,10,10,10,1,3,1,1,1,1,1,9,9,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,44
"295",2,10,9,8,1,8,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,4,8,9,5,5,2,28
"296",2,7,9,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23
"297",2,8,5,5,1,1,1,5,6,1,1,6,8,4,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,36
"298",2,10,10,5,1,1,1,1,1,1,1,1,3,10,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,63
"299",2,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,19
"300",2,8,10,6,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,10,1,1,1,22
"301",2,10,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,59
"302",2,8,8,10,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,3,1,2,1,1,1,1,2,25
"303",2,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,39
"304",1,1,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,1,8,1,1,1,1,1,1,2,35
"305",2,9,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,2,57
"306",2,9,8,7,1,10,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,33
"307",2,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,27
"308",2,8,9,9,1,9,1,1,1,1,1,6,9,1,1,1,1,1,4,1,8,8,1,3,8,7,1,1,2,27
"309",2,9,8,8,1,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,36
"310",2,10,8,8,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,8,1,1,1,24
"311",2,1,5,1,1,1,1,1,1,1,1,8,9,1,1,1,1,1,1,1,5,4,1,4,3,5,1,1,2,48
"312",1,5,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,51
"313",1,10,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,18
"314",2,10,3,7,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,40
"315",1,7,7,5,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,5,5,5,1,1,1,7,1,1,2,30
"316",1,4,10,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,19
"317",2,5,4,3,2,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,35
"318",1,9,8,4,1,1,1,1,5,1,1,5,10,1,1,1,1,1,5,1,1,1,1,1,1,9,1,1,1,38
"319",2,5,7,5,1,1,1,1,1,1,1,5,5,3,1,1,1,2,1,1,1,4,1,2,2,10,1,1,2,60
"320",2,6,5,5,1,1,1,1,1,1,1,7,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,30
"321",2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,10,1,1,2,35
"322",1,9,9,3,2,1,1,1,1,1,1,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,26
"323",2,5,5,5,1,1,1,1,1,1,1,3,6,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,24
"324",2,8,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,21
"325",2,10,10,10,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,30
"326",2,6,7,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,8,1,1,1,1,1,1,7,1,1,1,64
"327",2,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,41
"328",2,7,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26
"329",2,10,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,57
"330",2,10,9,6,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,4,1,7,1,1,1,6,1,1,2,35
"331",1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"332",2,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,34
"333",2,7,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,66
"334",1,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,50
"335",2,8,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,40
"336",2,8,7,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,30
"337",1,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,26
"338",2,8,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,47
"339",2,9,6,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,8,1,1,1,27
"340",1,8,6,5,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,3,5,1,1,1,23
"341",2,8,6,8,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,40
"342",2,10,10,9,1,7,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,2,36
"343",2,7,7,7,1,1,1,2,2,1,1,2,1,1,9,1,1,1,1,1,1,1,1,3,3,8,2,3,2,30
"344",2,7,4,7,1,8,2,2,2,1,1,3,3,3,8,1,1,1,1,1,1,1,1,4,1,8,3,3,2,45
"345",2,8,2,8,1,4,1,1,3,3,1,3,1,1,8,2,1,1,1,1,1,1,1,3,1,8,3,3,1,24
"346",1,3,3,3,1,5,6,4,6,4,6,4,7,4,5,5,3,3,5,8,4,9,9,3,8,9,9,3,1,30
"347",2,7,8,10,1,1,1,1,1,1,1,9,9,1,1,1,5,1,5,5,8,1,10,1,1,1,1,1,1,18
"348",1,8,7,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,10,1,1,1,35
"349",1,10,10,6,1,10,10,10,10,10,10,1,1,1,1,1,1,1,1,6,6,1,6,1,1,9,1,1,1,20
"350",1,4,8,5,1,3,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,9,1,1,2,68
"351",2,8,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,30
"352",1,9,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,1,2,25
"353",2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,40
"354",2,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,1,1,1,1,1,1,1,2,45
"355",2,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,45
"356",2,5,5,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,62
"357",1,6,6,4,1,1,1,1,1,1,1,9,10,1,1,1,1,1,1,6,6,10,1,1,1,1,1,1,1,27
"358",2,4,6,4,1,1,7,1,1,1,1,10,10,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,19
"359",2,6,9,6,1,1,1,1,1,1,1,6,7,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,2,36
"360",1,5,6,5,1,6,1,1,1,1,1,1,10,1,1,1,1,1,5,10,6,10,1,1,1,10,1,1,1,21
"361",1,6,7,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,31
"362",1,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,1,1,1,6,1,1,2,40
"363",1,10,10,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
"364",2,6,4,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,24
"365",1,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65
"366",1,10,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,35
"367",1,9,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,36
"368",1,10,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1,1,3,1,1,4,1,1,1,20
"369",1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,19
"370",2,9,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,27
"371",2,10,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,30
"372",2,10,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,2,22
"373",2,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,60
"374",2,10,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,35
"375",1,8,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,5,1,1,1,1,1,1,1,1,1,40
"376",1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,2,50
"377",2,8,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,55
"378",2,8,5,6,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31
"379",2,7,6,5,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,23
"380",2,5,6,5,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,32
"381",2,10,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,23
"382",1,1,10,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,9,1,1,2,38
"383",2,7,10,1,2,1,1,1,1,1,1,6,6,1,1,1,1,1,6,5,5,8,1,1,1,8,1,1,1,35
"384",1,9,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
"385",1,5,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,6,1,1,1,1,1,10,1,1,1,20
"386",2,6,5,5,1,1,1,4,1,1,1,6,6,1,1,1,1,1,1,5,5,6,1,5,1,8,1,1,1,26
"387",2,4,8,8,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,21
"388",2,5,5,5,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,5,1,5,1,1,5,1,1,1,32
"389",2,8,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,19
"390",2,5,10,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,53
"391",2,5,8,9,1,2,1,1,1,1,1,2,2,1,1,1,1,1,9,3,9,9,1,1,2,9,1,1,2,23
"392",2,5,5,3,1,10,7,1,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,1,1,1,2,42
"393",1,6,9,7,1,5,1,1,1,1,1,1,6,1,1,1,1,4,10,10,3,8,1,2,1,10,1,1,2,35
"394",2,4,8,8,2,3,2,2,2,1,1,1,8,1,1,1,1,1,2,3,8,2,2,3,3,2,2,1,2,25
"395",2,10,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,24
"396",2,10,10,10,1,5,1,1,1,1,1,1,10,1,1,1,1,1,7,1,1,10,1,1,1,10,1,1,2,43
"397",2,5,10,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,8,1,1,1,1,1,1,2,35
"398",2,9,10,8,1,3,2,3,3,1,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,2,63
"399",2,7,5,8,1,2,1,1,5,1,1,1,7,2,2,1,1,1,3,3,1,1,1,1,1,10,1,1,2,25
"400",2,6,10,10,2,2,1,1,1,1,1,1,2,1,1,1,1,1,6,1,1,6,1,5,1,7,1,1,2,26
"401",2,5,6,6,1,1,1,1,1,1,1,1,9,1,1,1,1,1,7,10,1,10,3,1,1,9,1,1,2,24
"402",2,5,6,5,1,3,1,1,1,1,6,1,1,1,1,1,1,1,1,4,8,1,1,1,1,1,1,1,2,23
"403",2,8,5,5,2,4,1,1,2,7,1,1,2,1,1,1,1,1,5,5,5,8,1,1,1,10,1,1,2,50
"404",2,8,9,6,2,4,1,1,1,1,1,2,4,1,1,2,2,1,4,7,7,8,5,1,1,2,3,1,2,19
"405",2,9,9,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,10,5,1,1,1,1,1,2,43
"406",1,1,6,2,1,3,2,1,1,1,5,2,1,1,1,1,2,1,6,3,4,10,7,1,8,5,4,2,2,60
"407",2,8,7,6,2,7,2,3,1,1,1,1,2,1,1,1,1,1,5,3,2,9,3,3,4,1,1,1,2,27
"408",2,1,4,3,1,1,1,1,1,1,1,6,4,1,1,1,1,1,3,3,1,1,1,1,1,4,1,1,2,19
"409",1,6,4,9,1,1,1,1,1,1,1,7,3,1,1,1,1,1,5,5,6,10,1,3,1,4,1,1,1,27
"410",1,1,4,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,3,1,1,1,1,1,1,1,1,2,55
"411",2,9,8,8,1,1,1,1,1,1,1,1,6,1,1,1,1,2,4,4,1,5,1,1,1,7,1,1,2,50
"412",2,10,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,55
"413",2,10,8,7,1,1,1,1,1,1,1,6,5,1,1,1,1,3,6,4,1,1,1,3,1,3,1,1,2,25
"414",1,1,9,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,49
"415",2,7,8,5,1,1,5,1,1,1,1,5,5,1,1,1,1,4,5,4,4,1,1,1,1,6,1,1,2,35
"416",1,6,8,8,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,10,1,1,2,55
"417",1,2,2,3,1,1,1,1,1,1,1,1,6,1,1,1,1,7,6,5,1,1,1,1,1,7,1,1,1,68
"418",1,10,3,7,1,10,1,1,1,1,1,1,4,1,1,1,1,3,6,10,1,1,1,1,1,5,1,1,1,31
"419",1,2,8,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,4,1,1,1,1,1,10,1,1,2,56
"420",2,3,8,7,1,5,1,1,1,1,1,4,8,1,1,1,1,5,9,4,4,1,1,4,1,10,1,1,1,20
"421",2,5,1,6,2,1,1,1,1,1,1,10,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,25
"422",2,9,10,7,1,3,1,1,1,1,1,4,8,1,1,1,1,1,8,4,1,1,1,8,1,8,1,1,2,40
"423",2,5,7,8,1,1,1,2,2,1,1,2,2,1,1,1,1,3,7,3,3,1,1,3,1,6,1,1,2,28
"424",2,4,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,4,1,1,1,43
"425",1,3,7,2,1,1,1,3,2,1,1,3,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,34
"426",2,9,5,6,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,19
"427",2,6,3,2,1,2,1,1,2,1,1,4,2,1,1,1,1,1,6,4,2,1,1,1,1,6,1,1,2,32
"428",2,6,6,3,1,1,1,1,2,1,1,4,3,1,1,1,1,1,2,1,3,4,1,1,1,2,1,1,1,39
"429",2,5,5,6,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,8,1,1,1,3,1,1,1,48
"430",2,7,3,5,1,1,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,23
"431",1,8,5,5,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,9,8,10,1,1,1,9,1,1,2,19
"432",1,3,4,2,1,1,1,1,1,3,1,3,5,1,1,6,1,5,5,6,1,4,1,1,1,5,1,1,1,36
"433",1,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,50
"434",2,6,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,3,1,7,1,1,1,35
"435",2,7,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,60
"436",2,5,6,7,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,6,1,8,1,1,1,1,1,1,1,74
