"","V91","V96","V116","V132","V146","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V318","V319","V353","V355"
"437",2,7,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85
"438",2,10,10,10,2,6,5,5,1,1,1,1,1,1,4,1,1,1,5,6,5,9,4,1,1,9,1,1,1,74
"439",2,10,10,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,8,1,1,1,6,10,1,1,1,33
"440",2,9,9,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,35
"441",2,5,5,5,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,18
"442",1,1,1,3,1,1,1,1,1,1,1,6,7,1,1,1,1,3,1,5,5,1,4,1,1,1,1,1,1,35
"443",1,5,9,6,1,1,1,5,1,1,1,1,8,1,1,1,1,1,4,3,1,1,1,1,1,7,1,1,1,54
"444",2,6,3,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,46
"445",2,5,3,4,1,1,1,1,1,1,1,6,10,1,1,5,1,5,1,3,5,10,4,1,1,10,3,1,1,36
"446",1,2,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,5,5,4,4,1,1,1,1,1,1,1,1,33
"447",1,1,1,2,1,1,1,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,28
"448",1,6,6,5,2,1,1,5,1,1,1,5,5,5,1,1,5,5,5,6,6,5,1,1,1,10,1,1,1,23
"449",2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,9,1,1,1,26
"450",2,9,6,9,1,1,1,1,1,1,1,7,6,1,1,1,1,1,1,6,1,1,1,1,1,8,1,1,1,24
"451",2,5,5,4,1,1,1,1,1,1,1,6,6,1,1,1,1,5,5,5,5,10,1,1,1,6,1,1,1,48
"452",2,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,1,1,1,10,1,1,2,34
"453",2,5,8,7,1,1,1,1,1,1,1,5,1,1,1,1,1,4,4,4,1,1,1,1,1,9,1,1,2,25
"454",2,9,8,8,1,1,1,1,4,1,1,1,1,1,1,1,3,5,5,6,5,10,5,1,1,5,1,1,2,53
"455",2,7,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,1,1,1,1,1,1,1,2,18
"456",2,9,6,8,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,22
"457",1,7,9,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,5,1,1,1,1,1,6,1,1,2,35
"458",1,6,5,5,1,1,1,1,1,1,1,9,4,1,1,1,1,2,5,1,1,10,1,1,1,9,1,1,1,60
"459",1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,52
"460",1,6,7,5,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,5,1,1,1,1,6,1,1,1,31
"461",1,7,3,4,1,1,1,1,1,3,1,6,6,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,24
"462",2,10,6,10,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,3,10,1,1,1,1,7,1,1,2,24
"463",1,5,4,5,1,1,1,1,1,1,1,8,5,1,1,1,1,1,5,3,5,1,1,1,1,10,1,1,1,26
"464",2,10,10,9,1,1,1,1,1,1,1,1,8,1,1,1,1,1,5,1,1,1,1,1,1,8,1,1,1,38
"465",2,8,8,8,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,4,1,1,1,1,1,10,1,1,2,45
"466",2,5,10,8,1,1,1,1,1,1,1,3,4,1,1,1,1,1,5,4,1,1,1,1,1,5,1,1,2,40
"467",1,5,7,5,1,1,1,1,1,1,1,6,4,1,1,1,1,1,4,4,1,1,2,1,1,10,1,1,2,29
"468",2,5,6,3,1,1,1,1,1,1,1,10,5,1,1,1,1,3,5,3,4,1,1,1,1,6,1,1,1,27
"469",1,7,7,7,1,1,1,1,1,1,1,4,4,3,3,1,1,4,4,3,3,1,1,1,1,10,1,1,1,42
"470",1,7,7,7,1,1,1,1,1,1,1,10,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,2,28
"471",2,10,10,10,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,21
"472",2,10,9,8,1,1,1,1,1,1,1,10,4,1,1,1,1,1,1,4,1,1,1,1,1,8,1,1,2,19
"473",2,7,9,7,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,3,1,1,1,1,1,5,1,1,1,65
"474",2,5,4,5,1,1,1,1,1,1,1,10,10,1,1,1,1,1,3,5,5,1,1,1,1,8,1,1,2,21
"475",1,2,8,5,1,1,1,1,1,1,1,10,4,1,1,1,1,1,4,1,1,1,1,1,1,10,1,1,1,60
"476",2,5,7,5,1,1,1,1,1,1,1,10,8,1,1,1,1,1,5,1,5,10,1,1,1,10,1,1,2,35
"477",2,8,6,7,1,1,1,1,1,1,1,10,5,1,1,1,1,5,5,4,4,1,1,1,1,10,1,1,1,41
"478",2,7,10,10,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,3,1,1,1,1,1,7,1,1,2,47
"479",2,8,10,10,1,1,1,1,1,1,1,6,6,1,1,1,1,1,4,3,3,1,1,1,1,8,1,1,2,26
"480",2,8,8,8,1,1,1,1,1,1,1,6,5,1,1,1,1,1,5,4,1,1,1,1,1,10,1,1,2,31
"481",2,10,8,10,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,21
"482",2,10,6,9,1,1,1,1,1,1,1,5,4,1,1,1,1,1,6,5,1,1,1,1,1,7,1,1,2,37
"483",2,8,10,9,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,1,1,1,10,1,1,2,50
"484",2,6,6,5,1,1,1,1,1,1,1,10,3,1,1,1,1,1,5,5,3,1,1,1,1,5,1,1,1,24
"485",1,2,1,1,1,1,1,1,1,1,1,10,2,1,1,1,1,1,5,5,4,1,1,1,1,10,1,1,2,21
"486",2,5,5,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,2,2,1,1,1,1,10,1,1,1,36
"487",2,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,50
"488",1,7,6,8,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,30
"489",2,7,8,5,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,4,1,1,1,1,1,6,1,1,2,35
"490",1,6,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21
"491",1,9,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"492",2,5,4,5,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,5,10,1,2,3,1,1,1,1,18
"493",1,5,7,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,5,5,1,1,1,1,10,1,1,1,68
"494",2,6,10,10,1,6,1,1,1,1,5,5,5,1,1,1,1,1,1,6,4,1,1,1,1,10,1,1,2,31
"495",2,5,5,5,1,1,1,7,5,1,1,9,10,1,1,1,1,1,1,6,1,10,1,1,1,10,1,3,1,21
"496",2,5,8,7,1,1,1,1,1,1,1,3,6,1,1,1,1,5,5,5,1,8,1,8,1,10,1,5,1,65
"497",2,5,4,5,1,1,1,1,1,1,1,8,9,1,1,1,1,5,5,1,1,10,1,1,1,9,1,1,2,30
"498",1,6,5,5,1,1,1,1,5,1,1,9,10,1,1,1,1,7,5,5,1,4,1,1,1,10,1,1,1,24
"499",2,5,8,5,1,5,1,3,1,1,1,5,9,1,1,1,1,1,4,4,4,10,1,1,1,10,1,1,1,36
"500",1,9,10,8,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,2,53
"501",1,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,35
"502",1,5,6,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,34
"503",1,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,28
"504",1,6,7,8,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,3,1,1,1,1,1,6,1,1,2,45
"505",1,6,5,5,1,3,3,3,4,1,1,5,5,1,1,1,1,5,5,5,5,10,1,1,1,8,1,1,2,35
"506",2,5,5,6,1,5,5,4,1,1,1,8,10,1,1,1,1,6,6,7,5,6,1,1,1,10,1,1,1,42
"507",2,6,7,7,1,1,1,1,1,1,1,1,5,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,2,45
"508",2,7,5,3,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,1,1,1,1,6,1,1,2,23
"509",1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,23
"510",2,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,24
"511",1,6,5,6,1,4,1,1,1,1,1,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,25
"512",1,5,5,7,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,6,1,1,1,30
"513",1,7,5,6,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,24
"514",1,3,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,24
"515",1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,32
"516",2,7,6,5,1,1,1,1,1,1,1,9,10,1,1,1,1,1,1,4,1,10,1,1,1,10,1,1,2,18
"517",2,8,5,5,1,1,1,1,1,1,1,10,10,1,1,1,1,5,5,4,1,10,1,1,5,10,1,1,2,34
"518",2,6,6,7,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,40
"519",2,7,5,6,1,1,1,1,1,1,1,6,9,1,1,1,1,1,5,1,1,10,1,1,1,9,1,1,2,50
"520",1,5,4,5,1,1,1,1,1,1,1,6,1,1,1,1,1,1,4,4,6,10,1,1,1,8,1,1,1,24
"521",1,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,10,1,1,2,25
"522",2,6,8,5,1,9,5,5,8,1,1,8,9,1,1,1,5,6,6,5,5,1,1,1,1,9,1,4,1,19
"523",1,5,6,5,1,1,1,1,1,1,1,6,7,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,29
"524",1,5,6,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,42
"525",1,6,5,5,1,1,1,1,1,1,1,9,1,1,1,1,1,1,5,5,1,10,1,1,1,10,1,1,2,62
"526",1,6,7,6,1,1,1,1,1,1,4,5,5,1,1,1,1,1,4,5,1,1,1,1,1,5,1,1,2,49
"527",1,8,9,6,1,1,1,1,1,1,1,3,3,1,1,1,1,1,5,5,1,1,1,1,1,10,1,1,2,77
"528",2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,48
"529",2,7,5,6,1,1,1,1,1,1,1,6,5,1,1,1,1,1,5,5,5,10,1,1,1,10,1,1,2,44
"530",2,8,5,6,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,65
"531",1,8,1,5,2,1,1,1,1,1,1,1,10,1,10,1,1,6,6,5,1,10,1,1,1,1,1,1,1,27
"532",2,10,3,5,1,1,1,1,7,1,1,10,10,1,1,1,1,1,1,5,1,1,2,1,1,10,1,1,1,36
"533",1,8,10,10,2,1,1,1,5,1,1,1,5,1,1,1,1,1,1,7,5,10,6,1,1,10,1,1,1,36
"534",1,4,10,5,2,7,1,1,1,5,1,1,1,1,5,1,1,10,10,10,1,10,1,1,1,10,1,1,1,36
"535",2,5,8,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45
"536",1,7,5,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,18
"537",1,3,5,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,51
"538",2,7,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,55
"539",1,6,6,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,5,1,4,1,1,1,5,1,1,2,36
"540",1,8,10,8,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,6,1,1,1,1,6,1,1,1,28
"541",2,5,4,6,1,1,1,6,1,1,1,3,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,32
"542",2,6,10,6,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,42
"543",2,4,10,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,25
"544",1,5,5,5,2,6,1,1,1,1,1,1,5,1,1,1,1,1,4,1,5,10,1,1,1,1,1,1,1,69
"545",2,5,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,1,8,1,1,2,19
"546",2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,3,1,1,5,1,1,2,35
"547",2,5,5,6,1,10,10,1,1,1,1,1,3,1,1,1,2,2,3,7,3,7,7,1,8,10,1,1,2,21
"548",2,8,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58
"549",2,5,4,5,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,27
"550",2,8,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,67
"551",1,5,5,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,8,8,9,1,1,1,2,1,1,2,47
"552",1,6,5,6,1,5,1,4,1,1,1,5,5,1,1,1,1,5,5,3,5,1,1,1,1,1,1,1,2,35
"553",1,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,8,1,1,1,1,1,1,1,2,18
"554",2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,35
"555",2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"556",2,5,10,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,7,1,1,1,6,1,1,1,25
"557",2,1,6,10,1,1,1,1,1,1,1,1,10,3,1,1,1,1,8,6,5,8,1,1,1,10,1,1,1,42
"558",1,5,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,5,1,1,1,1,8,1,1,1,30
"559",1,6,5,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,5,5,1,1,1,1,1,1,1,2,22
"560",1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,6,1,1,2,59
"561",1,8,9,5,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,22
"562",2,3,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,1,1,1,1,1,8,1,1,1,40
"563",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,6,1,1,1,7,1,1,1,44
"564",2,10,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,18
"565",1,3,2,5,1,1,1,1,1,1,1,4,4,1,1,1,1,1,5,4,1,1,1,1,1,5,1,1,2,32
"566",2,9,7,6,1,1,1,1,1,1,1,4,10,1,1,1,1,1,1,1,4,1,1,1,1,10,1,1,1,38
"567",1,6,4,4,1,1,1,1,1,1,1,8,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,24
"568",1,9,7,6,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,48
"569",2,3,5,3,1,1,1,1,1,1,1,10,8,1,1,1,1,1,3,4,1,10,10,1,1,5,1,1,1,22
"570",2,8,10,5,1,1,1,1,1,1,1,5,5,1,1,1,1,4,4,3,1,1,1,1,1,8,1,1,2,30
"571",2,9,10,10,1,1,1,1,1,1,1,1,7,1,1,1,1,1,4,3,1,1,1,1,1,8,1,1,2,35
"572",1,1,5,4,1,1,1,1,1,1,1,4,5,1,1,1,1,1,4,3,1,4,1,1,1,8,1,1,1,28
"573",2,5,5,4,1,1,5,5,1,4,1,8,10,1,1,1,1,6,5,5,6,1,1,1,1,8,1,1,1,28
"574",2,5,8,4,1,5,1,4,5,2,1,5,6,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,65
"575",1,5,5,5,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,10,1,1,1,10,1,1,2,40
"576",2,7,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,39
"577",2,8,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,2,29
"578",2,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,2,38
"579",1,6,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,25
"580",2,7,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,30
"581",1,7,10,9,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33
"582",1,8,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,33
"583",1,6,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,30
"584",2,8,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,4,1,1,1,35
"585",1,8,5,7,1,1,4,1,1,1,1,6,6,4,3,1,1,1,7,5,5,1,1,1,1,6,1,1,1,34
"586",2,8,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,5,1,1,1,5,1,1,1,38
"587",1,7,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,19
"588",1,7,6,7,1,1,1,1,1,1,1,5,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,25
"589",2,7,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,22
"590",2,5,2,5,1,9,9,10,10,2,1,10,10,1,2,10,2,7,7,7,7,5,1,10,1,10,10,9,1,19
"591",2,6,5,6,1,1,1,9,1,9,1,10,10,2,10,1,1,10,10,10,9,7,1,10,8,10,1,1,1,21
"592",1,9,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61
"593",2,6,5,8,1,1,2,4,4,1,1,4,6,6,1,3,1,3,9,8,9,6,2,8,2,7,3,2,1,27
"594",1,5,6,10,2,1,1,1,1,1,1,5,1,1,1,1,1,1,6,5,5,7,1,1,1,7,1,1,2,23
"595",2,7,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,23
"596",1,6,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,32
"597",2,8,9,10,2,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,6,1,1,1,1,1,1,1,2,22
"598",2,10,10,7,1,1,1,1,1,1,1,5,3,1,1,1,1,1,6,3,5,1,1,1,1,5,1,1,1,36
"599",1,8,5,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,24
"600",2,10,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26
"601",2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,40
"602",2,4,4,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,22
"603",1,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33
"604",1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,28
"605",1,5,5,4,1,1,1,1,1,1,1,10,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1,1,2,40
"606",1,10,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,29
"607",2,8,5,6,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,10,1,1,1,32
"608",2,8,6,1,1,1,1,1,1,1,1,7,6,2,1,1,1,1,7,5,6,8,1,1,1,8,1,1,1,23
"609",2,7,4,7,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,29
"610",2,7,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,38
"611",2,6,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39
"612",1,6,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38
"613",2,8,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,27
"614",1,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,53
"615",2,6,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,2,26
"616",1,6,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,23
"617",1,8,8,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,28
"618",2,9,5,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,23
"619",1,4,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,26
"620",2,6,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,39
"621",2,6,8,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,19
"622",2,6,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,24
"623",2,9,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,1,1,1,60
"624",2,8,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,30
"625",2,7,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,32
"626",2,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,20
"627",2,3,3,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,2,1,1,5,1,1,1,19
"628",2,7,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,27
"629",2,8,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,39
"630",2,7,5,8,1,1,1,1,1,1,1,7,6,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,41
"631",1,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,40
"632",1,8,8,7,1,1,1,1,1,1,1,5,4,1,1,1,1,1,5,5,3,1,1,1,1,3,1,1,2,36
"633",2,1,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,28
"634",1,3,7,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,48
"635",2,7,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,30
"636",2,3,4,3,1,1,3,1,1,1,1,5,3,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,35
"637",2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49
"638",2,1,2,3,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,52
"639",1,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60
"640",2,7,8,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,36
"641",2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,40
"642",1,7,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,33
"643",1,3,4,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,28
"644",1,6,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,2,25
"645",2,7,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,23
"646",2,9,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,1,1,1,34
"647",2,10,10,8,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,39
"648",1,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,6,1,1,1,37
"649",2,10,10,10,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,5,5,1,1,1,1,5,1,1,1,25
"650",2,10,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39
"651",1,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,2,23
"652",1,7,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,2,1,1,5,1,1,2,35
"653",1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1,1,41
"654",2,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
"655",2,5,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,19
"656",1,8,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,30
