"","V91","V96","V116","V132","V146","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V318","V319","V353","V355"
"218",2,10,7,8,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,5,3,5,1,1,1,10,1,1,1,30
"219",2,9,8,8,2,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,6,5,3,1,7,1,1,1,31
"220",2,6,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,6,1,1,1,6,1,1,1,44
"221",2,10,10,9,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,10,5,1,1,10,1,1,1,51
"222",1,8,10,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,7,1,1,1,47
"223",2,4,10,3,2,1,1,1,1,1,1,1,5,1,1,1,1,1,6,5,1,10,4,1,1,6,1,1,1,50
"224",2,9,8,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,8,4,1,1,1,8,1,1,1,51
"225",2,10,10,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,1,1,63
"226",2,7,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,7,1,1,1,1,1,1,1,22
"227",2,9,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,7,1,1,1,10,1,1,1,22
"228",1,5,5,9,2,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,1,10,1,1,1,1,1,1,1,34
"229",2,5,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,10,1,1,1,5,1,1,1,40
"230",1,9,6,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,10,1,1,1,1,1,1,1,54
"231",2,8,6,7,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,3,8,1,1,1,8,1,1,1,48
"232",2,9,8,6,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,8,1,1,3,8,1,1,1,67
"233",2,6,8,5,2,1,1,1,3,3,1,1,5,1,1,1,1,1,5,5,5,10,1,3,1,10,1,1,1,27
"234",2,5,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,10,1,1,1,5,1,1,1,28
"235",2,7,7,5,2,1,1,4,3,3,1,3,4,4,1,1,1,1,4,5,2,10,1,2,1,8,1,1,1,31
"236",2,10,9,10,2,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,10,1,1,1,1,1,1,1,36
"237",2,7,10,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,5,7,1,10,1,1,1,10,1,1,1,45
"238",1,3,7,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,1,1,1,1,45
"239",2,10,8,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,18
"240",2,8,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,10,1,1,1,30
"241",2,6,9,7,2,1,1,1,3,1,1,1,10,1,1,1,1,1,4,1,5,10,1,1,5,10,1,1,1,59
"242",2,10,10,8,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,6,1,1,1,10,1,1,1,61
"243",2,9,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,29
"244",2,5,8,5,2,1,1,1,1,1,1,3,6,1,1,1,1,1,6,6,6,9,3,6,1,10,1,1,2,25
"245",2,5,5,6,2,1,1,1,1,1,1,1,5,1,1,1,1,1,7,7,3,1,1,2,1,7,1,1,2,23
"246",2,5,7,5,2,1,1,1,1,1,1,1,9,6,1,1,1,1,6,6,6,10,6,5,1,10,1,1,2,37
"247",1,8,7,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,8,2,1,1,9,1,1,2,36
"248",2,9,4,6,2,1,1,1,1,1,1,1,10,1,1,1,1,1,6,6,6,6,6,5,1,10,1,1,2,34
"249",1,8,6,7,2,1,1,1,1,1,1,1,7,3,1,1,1,1,5,5,2,10,1,1,1,9,1,1,2,45
"250",2,9,9,9,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,2,5,1,1,1,10,1,1,2,58
"251",2,5,7,5,2,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,6,6,5,1,1,10,1,1,2,18
"252",2,4,6,5,2,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,10,10,1,1,1,10,1,1,2,19
"253",1,5,10,7,2,1,1,1,1,1,1,1,5,1,1,1,1,1,6,5,1,10,1,1,1,10,1,1,2,27
"254",2,8,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,5,1,1,1,1,1,1,2,34
"255",1,9,7,9,2,1,1,1,1,1,1,1,5,1,1,1,1,1,6,6,1,10,6,1,1,10,1,1,2,34
"256",1,3,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,1,1,1,10,1,1,2,33
"257",1,10,9,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,1,1,1,2,55
"258",2,10,9,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,1,1,1,2,51
"259",2,10,10,6,2,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,10,6,1,1,1,10,1,1,2,61
"260",1,6,4,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,2,26
"261",2,6,8,8,2,1,1,4,1,1,1,1,3,1,1,1,1,1,5,5,1,6,5,1,1,10,1,1,2,36
"262",2,5,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,2,1,3,5,1,1,2,45
"263",2,9,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,4,3,1,1,5,1,1,2,45
"264",2,10,9,6,2,1,1,1,1,1,1,1,3,1,1,1,1,1,7,6,1,10,6,1,1,6,1,1,2,47
"265",2,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,6,1,1,2,6,1,1,2,20
"266",2,3,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,6,2,6,6,1,6,1,6,1,1,2,37
"267",2,8,10,10,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,6,1,8,7,1,1,6,1,1,2,48
"268",2,8,9,4,2,1,1,1,1,1,1,1,10,1,1,1,1,1,5,6,1,7,1,1,1,9,1,1,2,61
"269",2,10,10,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,10,1,1,1,10,1,1,2,51
"270",1,8,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,10,1,1,2,62
"271",2,8,9,8,2,1,1,1,3,1,1,1,1,2,2,1,1,1,5,6,10,10,2,1,5,10,2,1,1,28
"272",2,8,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,10,4,1,1,7,1,1,1,29
"273",1,6,8,7,2,1,1,1,1,1,1,1,1,2,4,1,1,1,4,2,10,10,5,1,1,10,2,1,1,23
"274",2,10,10,10,2,10,10,10,6,4,3,8,10,5,6,8,1,2,5,5,4,10,3,6,5,10,4,3,1,22
"275",2,4,7,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,1,1,1,1,1,21
"276",2,9,8,10,2,1,1,1,1,1,1,1,1,1,5,1,1,1,5,6,1,6,5,1,1,8,1,2,1,31
"277",2,10,10,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10,1,1,1,35
"278",2,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,10,1,1,1,10,1,1,1,44
"279",2,10,10,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,3,1,2,1,10,1,1,1,34
"280",2,10,10,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,3,1,10,1,1,1,57
"281",2,9,9,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,49
"282",2,9,10,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,10,1,1,1,46
"283",2,5,5,7,2,3,1,5,1,1,1,1,5,1,2,1,1,1,4,1,2,8,3,3,2,4,1,1,1,62
"284",2,8,3,4,2,1,1,1,1,1,1,4,10,1,1,1,1,1,3,7,7,10,3,1,1,10,1,1,1,39
"285",1,3,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,10,1,1,1,45
"286",2,9,4,3,2,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,49
"287",2,8,7,6,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,10,1,1,1,58
"288",2,8,6,7,2,1,1,2,1,1,1,1,6,1,1,1,1,1,5,6,1,6,1,1,1,10,1,1,1,61
"289",2,10,10,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,10,6,1,1,10,4,3,2,22
"290",1,6,5,1,2,1,1,1,1,6,1,1,1,5,3,1,1,1,5,5,5,10,10,1,1,10,1,1,2,21
"291",1,7,7,6,2,1,1,3,2,1,1,1,4,6,5,1,1,1,1,3,10,7,8,1,1,10,2,1,2,20
"292",2,8,7,10,2,1,1,1,1,1,1,1,1,1,5,1,1,1,6,4,1,10,5,1,1,7,2,1,2,32
"293",2,8,8,9,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,9,1,1,2,30
"294",2,9,8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,8,1,1,2,31
"295",2,8,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,1,1,1,8,1,1,2,45
"296",2,7,7,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,1,1,2,48
"297",2,6,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,1,3,1,10,1,1,2,27
"298",1,4,3,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,5,1,1,1,1,1,9,1,1,2,36
"299",2,8,6,8,2,1,1,1,1,1,1,1,4,1,1,1,1,1,6,6,4,6,1,1,1,10,1,1,2,50
"300",1,1,1,3,2,1,1,1,1,1,1,1,7,1,1,1,1,1,6,5,1,1,1,1,1,10,1,1,2,62
"301",2,6,7,3,2,1,1,1,4,4,1,2,10,2,2,2,1,1,5,5,1,10,4,4,4,7,1,1,1,28
"302",2,7,7,3,2,2,2,2,2,2,2,2,7,5,5,2,2,1,7,7,3,10,6,5,2,8,2,4,1,28
"303",2,8,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,6,1,1,1,27
"304",2,8,9,8,2,1,1,6,5,5,1,4,1,7,1,1,1,1,3,10,7,10,1,9,1,9,1,1,1,21
"305",2,3,5,3,2,1,2,1,1,1,1,1,5,1,1,1,1,1,7,6,2,8,6,4,1,10,1,1,1,40
"306",2,3,2,2,2,1,1,5,1,2,1,3,5,5,1,1,1,1,10,10,6,10,5,5,5,10,2,4,1,38
"307",2,6,4,6,2,1,1,6,1,1,1,1,7,3,1,1,1,1,7,6,1,10,1,1,1,10,1,1,1,34
"308",2,10,8,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,1,10,1,1,1,10,1,1,1,37
"309",2,9,10,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,7,1,5,3,1,1,49
"310",2,7,7,1,2,1,1,1,1,1,1,1,7,1,3,1,1,1,8,6,1,10,6,3,1,9,1,1,1,46
"311",2,4,9,6,2,2,2,2,2,1,1,1,4,1,1,1,1,1,6,5,9,7,1,1,1,9,1,1,1,52
"312",2,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,10,1,1,1,1,10,1,1,1,60
"313",2,3,2,9,2,4,3,2,7,2,2,6,8,6,2,2,1,1,6,6,6,9,2,6,2,9,5,4,1,25
"314",2,5,4,3,2,4,2,4,3,2,1,5,2,2,3,5,1,1,4,4,6,2,2,5,2,2,6,3,1,28
"315",2,4,4,6,2,3,1,1,4,1,1,7,4,1,1,2,1,1,2,6,2,4,1,3,4,10,4,1,1,18
"316",1,6,5,5,2,1,1,1,3,3,1,2,5,2,2,1,1,1,8,7,1,5,3,1,3,8,1,1,1,28
"317",2,9,7,7,2,3,3,3,4,3,1,2,4,3,4,2,2,1,3,4,2,2,4,4,3,7,4,4,1,38
"318",2,9,7,8,2,3,3,1,2,1,1,4,4,2,2,1,3,2,5,5,1,8,2,3,3,8,3,3,1,31
"319",2,9,9,5,2,1,1,1,1,1,1,1,3,3,1,1,1,1,5,5,3,9,1,2,1,9,1,1,1,36
"320",2,8,8,6,2,5,3,1,3,3,1,3,5,1,1,1,1,1,6,6,3,6,6,3,1,5,3,1,1,34
"321",2,8,6,7,2,1,1,1,2,2,1,1,7,4,1,1,1,1,7,6,1,4,2,1,1,10,1,1,1,48
"322",1,5,1,6,2,6,1,1,1,1,1,1,5,1,1,1,1,1,6,4,4,7,1,3,5,9,1,1,1,45
"323",2,10,8,7,2,6,6,1,6,6,1,3,6,1,1,1,1,1,6,6,1,6,6,3,1,6,1,1,1,46
"324",2,6,6,5,2,2,1,1,1,1,1,1,6,1,3,4,1,1,10,10,5,10,5,5,1,8,1,1,1,50
"325",2,9,9,7,1,1,1,1,1,1,1,1,3,1,1,1,1,1,6,6,1,8,1,6,1,8,1,1,1,60
"326",2,9,9,8,2,1,2,1,3,2,2,2,1,3,2,1,1,1,6,6,2,9,5,5,3,10,3,1,1,29
"327",1,2,6,3,2,3,1,1,1,1,1,3,10,6,4,2,2,2,5,5,5,7,5,6,3,8,3,3,1,21
"328",2,7,6,6,2,6,3,1,1,1,1,5,5,2,1,2,1,1,5,5,1,10,2,5,1,10,3,1,1,38
"329",2,6,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,10,5,1,1,10,1,1,1,31
"330",2,9,9,5,2,2,1,4,5,1,1,2,4,1,5,2,1,2,6,5,2,8,2,5,1,6,3,4,1,49
"331",2,7,7,7,1,1,1,1,2,1,1,2,3,2,2,2,1,1,9,6,2,8,2,2,1,9,2,1,1,45
"332",2,7,7,7,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,71
"333",2,7,5,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,5,1,1,8,1,1,1,26
"334",1,10,10,10,2,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,1,1,1,1,1,10,1,1,1,28
"335",2,8,8,8,2,2,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,10,1,1,1,10,5,1,1,38
"336",2,8,9,6,2,3,3,1,2,3,1,6,8,1,2,1,1,1,5,5,5,5,1,3,1,10,2,2,1,40
"337",2,9,7,5,2,5,1,1,3,3,2,5,8,1,1,3,1,1,5,2,1,7,5,6,2,8,4,2,1,58
"338",2,7,10,7,1,2,3,1,1,1,1,1,3,2,1,1,1,1,3,4,3,4,1,8,3,9,3,1,1,45
"339",2,7,6,3,2,4,5,2,2,3,1,5,8,3,4,1,1,1,3,5,4,8,3,5,2,8,4,1,1,24
"340",2,10,10,1,2,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,32
"341",2,8,9,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,59
"342",2,8,10,6,1,3,1,1,3,1,1,4,5,1,3,1,4,1,6,6,1,5,1,5,2,8,4,3,1,80
"343",2,1,1,3,2,1,1,1,6,1,1,1,1,5,4,5,1,1,5,5,2,10,6,1,1,10,1,1,2,28
"344",2,6,5,3,2,3,2,1,1,3,1,1,4,1,1,4,1,1,7,7,8,10,1,7,5,7,1,1,2,28
"345",2,9,5,5,2,2,1,2,3,2,1,2,5,5,3,5,1,1,6,6,6,10,1,5,1,7,1,1,2,20
"346",2,7,7,6,2,1,2,3,3,2,3,4,4,1,2,4,2,1,5,5,1,10,3,3,2,9,4,4,2,39
"347",2,7,5,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,1,8,2,3,1,5,1,1,2,40
"348",1,4,3,1,2,1,10,1,1,1,1,1,7,5,8,1,1,1,5,5,1,10,1,1,1,10,1,1,2,39
"349",2,8,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,5,1,1,2,45
"350",2,9,10,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,8,1,4,5,9,1,1,2,45
"351",2,8,8,6,2,1,1,1,1,1,1,1,1,2,1,1,1,1,6,4,8,8,5,4,4,3,2,3,2,18
"352",2,4,8,9,2,3,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,9,4,1,1,10,1,3,2,20
"353",2,8,9,8,2,2,3,1,2,2,3,1,2,1,1,2,1,2,5,5,1,10,2,5,2,10,2,1,2,26
"354",2,6,5,6,2,7,2,1,2,1,1,1,3,1,1,1,1,1,5,6,1,1,1,3,1,6,1,1,2,43
"355",2,8,8,8,2,2,1,1,3,1,1,1,6,1,1,1,1,1,6,3,1,8,1,3,1,8,2,1,2,35
"356",2,8,6,8,2,2,1,1,2,1,1,3,1,1,3,1,1,1,3,1,1,2,1,10,1,9,2,2,2,30
"357",2,9,10,6,2,1,1,1,1,1,1,6,6,1,1,1,1,1,6,6,1,10,1,6,1,10,1,1,2,45
"358",2,8,6,9,2,1,2,1,3,1,1,2,5,1,2,3,1,1,10,8,1,8,1,1,1,10,1,1,2,55
"359",2,9,7,8,2,3,2,3,2,1,1,1,6,1,1,1,1,1,4,4,1,10,4,4,3,8,4,3,2,63
"360",2,10,7,10,2,1,1,1,1,1,1,3,10,1,1,1,1,1,7,10,1,10,1,5,1,8,1,1,2,25
"361",2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,38
"362",2,9,6,9,2,3,1,1,3,1,1,1,5,1,1,1,1,1,4,3,1,8,5,3,2,6,3,3,2,45
"363",2,8,9,8,2,1,2,1,2,2,1,7,6,1,2,1,1,1,1,2,1,9,2,5,1,8,3,1,2,48
"364",2,10,5,5,2,1,1,1,1,1,1,1,3,1,1,1,1,1,6,6,1,6,6,4,1,5,3,1,2,53
"365",2,10,5,10,2,1,1,1,1,1,1,5,9,1,1,1,1,1,9,9,1,9,1,2,3,9,1,1,2,28
"366",2,8,8,8,2,1,1,1,1,1,1,3,5,1,3,1,1,3,3,1,1,8,1,1,1,10,1,1,2,40
"367",2,8,7,4,2,2,2,1,2,1,2,1,4,3,4,1,4,2,5,4,2,5,1,3,2,7,5,4,2,59
"368",2,9,7,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,5,1,1,2,62
"369",1,7,6,7,2,1,1,1,1,1,1,2,4,2,3,2,5,3,6,6,1,2,4,4,1,6,5,1,2,58
"370",2,6,10,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,3,1,1,2,62
"371",2,7,9,6,2,1,1,1,1,1,1,2,8,1,1,1,1,1,6,8,1,10,1,1,1,10,2,2,1,26
"372",2,5,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,1,9,3,1,1,6,2,1,1,28
"373",2,7,6,5,2,1,1,1,1,1,1,1,8,3,1,1,1,1,6,6,3,3,2,3,1,4,3,3,1,21
"374",2,8,6,8,2,1,2,1,1,1,1,1,4,1,1,1,1,1,6,6,6,1,1,4,3,3,4,1,1,20
"375",2,8,8,7,2,1,1,1,1,1,1,3,1,1,1,1,1,1,5,4,6,7,2,3,1,10,2,1,1,19
"376",2,8,8,8,2,1,1,1,1,1,1,5,10,1,1,1,1,1,10,10,1,10,1,1,1,1,1,1,1,42
"377",2,8,10,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,3,7,6,1,2,2,1,1,1,31
"378",2,4,6,5,2,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,1,6,1,2,1,6,3,1,1,43
"379",2,8,8,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,35
"380",1,5,7,5,2,1,1,1,3,1,1,1,7,1,1,1,1,1,8,8,2,8,1,1,1,4,2,1,1,49
"381",2,8,8,5,2,1,1,1,2,1,1,7,1,1,1,1,1,1,2,5,5,4,2,7,1,9,3,1,1,45
"382",2,7,8,5,2,1,1,1,1,1,1,1,4,1,1,1,1,1,8,6,1,9,1,1,1,1,1,1,1,54
"383",2,6,7,6,2,1,1,1,2,1,1,7,1,1,1,1,1,1,8,5,5,4,2,7,1,9,3,1,1,62
"384",1,7,7,5,2,1,1,1,1,1,1,2,10,1,1,1,1,1,6,6,1,1,1,2,1,10,1,1,1,37
"385",2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,6,1,1,1,54
"386",1,6,7,5,2,1,1,1,1,1,1,4,6,1,1,1,1,1,2,3,1,4,1,1,1,1,1,1,1,58
"387",2,7,7,7,2,1,1,1,1,1,1,1,6,1,1,1,1,1,6,6,3,10,6,1,1,6,1,1,1,48
"388",2,5,5,1,2,1,1,1,1,1,1,6,10,1,1,1,1,1,5,5,5,5,1,1,1,5,1,1,1,71
"389",2,8,9,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,1,1,2,28
"390",2,8,7,3,2,1,1,1,1,1,1,1,8,1,1,1,1,1,9,7,1,9,1,1,1,1,1,1,2,18
"391",2,7,7,8,2,1,1,1,4,1,1,8,5,1,1,1,1,1,8,8,2,1,6,1,1,7,1,1,2,28
"392",2,5,7,6,2,1,3,2,5,1,1,5,3,1,1,1,1,1,7,5,8,8,5,3,3,8,3,1,2,35
"393",2,8,8,8,2,1,1,1,3,1,1,1,8,1,1,1,1,1,9,9,1,6,1,1,1,3,1,1,2,33
"394",2,8,6,6,2,1,1,1,1,1,1,5,6,1,1,1,1,1,2,2,1,6,1,1,1,1,1,1,2,35
"395",2,9,7,7,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,3,1,5,1,4,1,1,1,1,2,48
"396",2,7,3,4,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,10,6,1,1,6,1,1,2,47
"397",2,8,4,8,2,1,1,1,1,1,1,7,7,1,1,1,1,1,5,5,1,1,10,1,1,10,1,1,2,24
"398",2,10,8,9,2,1,1,2,4,1,2,3,10,1,2,2,1,1,3,1,1,6,1,2,1,8,2,3,2,34
"399",2,7,6,6,2,1,1,1,1,1,1,5,5,1,1,1,1,1,5,6,1,7,1,1,1,7,1,1,2,58
"400",2,7,3,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,6,2,2,1,1,2,68
"401",2,8,4,4,1,2,3,1,6,1,1,5,5,5,1,8,3,1,10,10,5,10,5,10,4,10,1,1,1,25
"402",1,7,8,7,2,2,1,1,1,1,1,3,5,1,1,1,1,1,10,10,8,10,3,7,1,10,1,1,1,27
"403",2,7,6,5,2,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1,10,1,4,1,6,1,1,1,24
"404",1,5,7,5,2,6,6,6,6,6,1,6,9,6,6,6,6,6,6,6,6,10,10,6,6,6,1,1,1,22
"405",2,10,6,8,2,1,1,1,1,1,1,1,5,3,1,2,2,2,5,5,5,10,1,1,1,1,1,1,1,35
"406",2,8,9,6,2,1,1,1,1,1,1,1,8,1,1,1,1,1,7,7,7,10,5,3,1,10,1,1,1,36
"407",2,9,8,7,2,1,1,1,1,1,1,1,5,2,2,1,1,1,5,5,1,10,5,1,1,5,1,1,1,33
"408",2,9,9,8,2,6,1,1,1,1,1,5,4,6,1,1,1,1,1,6,6,8,1,5,1,6,4,1,1,34
"409",2,7,6,6,2,1,1,1,1,1,1,1,10,1,1,1,1,1,6,6,1,6,6,1,1,10,1,1,1,56
"410",2,10,10,10,2,1,1,1,1,1,1,1,2,1,1,1,1,1,6,6,1,1,1,3,1,10,1,1,1,53
"411",2,3,8,8,2,1,10,1,1,1,1,1,1,1,1,1,1,1,5,5,2,9,2,1,1,2,1,1,1,46
"412",2,5,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,10,3,3,6,8,1,1,1,66
"413",2,4,7,6,2,1,1,1,3,1,1,3,1,1,1,1,1,1,3,3,1,1,3,1,1,10,1,1,1,26
"414",1,5,10,10,2,5,5,5,5,1,1,5,1,5,5,5,1,1,1,1,5,10,1,5,5,5,5,5,1,29
"415",2,9,4,10,2,1,1,1,1,1,1,1,4,2,1,1,1,1,7,9,1,10,9,4,1,10,1,1,1,18
"416",2,7,6,7,2,10,1,1,1,1,1,1,1,10,1,1,1,1,5,3,1,10,1,1,1,10,1,1,1,20
"417",2,5,5,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,8,2,10,1,1,1,6,1,1,1,36
"418",2,8,6,7,2,5,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,8,1,1,5,10,1,1,1,30
"419",2,6,7,6,2,2,1,1,1,1,1,1,5,6,6,1,1,1,5,5,5,10,6,6,5,10,1,1,1,35
"420",2,9,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,1,4,1,1,1,1,1,36
"421",2,6,5,10,1,1,1,1,1,1,1,1,10,5,1,1,1,1,5,5,5,5,1,5,5,5,1,1,1,56
"422",2,9,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,8,1,1,1,49
"423",2,8,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,8,1,1,1,9,1,1,1,56
"424",2,5,10,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,52
"425",2,9,3,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,5,1,3,1,1,1,2,1,1,1,62
"426",1,9,9,8,2,7,7,7,2,2,3,2,2,4,4,2,2,4,2,2,4,9,2,3,2,2,4,2,1,25
"427",1,8,2,1,2,1,1,1,1,1,1,5,9,3,5,1,1,1,6,6,1,6,7,6,1,9,1,1,1,26
"428",1,5,3,5,2,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,1,10,1,5,1,6,1,1,1,30
"429",2,3,4,2,2,1,1,3,1,1,1,6,4,1,5,1,1,1,5,6,5,10,1,6,1,6,1,1,1,40
"430",2,10,8,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,10,10,1,1,1,10,1,1,1,54
"431",2,8,10,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,3,3,5,1,1,8,1,1,1,45
"432",2,9,9,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,5,2,8,2,2,6,9,2,2,1,60
"433",2,4,7,7,2,1,1,1,1,1,1,1,4,1,1,1,1,1,3,2,1,6,1,1,1,10,2,1,1,27
"434",1,6,10,9,2,2,2,1,1,1,1,4,6,5,4,1,1,1,6,6,5,9,3,3,3,9,2,1,1,26
"435",2,6,8,5,2,1,1,1,1,1,1,5,6,6,1,1,1,1,5,5,1,4,6,5,1,10,1,1,1,38
"436",1,4,10,10,2,1,1,1,1,1,1,1,10,1,1,1,1,1,5,1,1,1,1,1,1,10,1,1,1,34
"437",2,6,9,6,2,3,2,2,2,3,1,2,4,2,2,1,1,1,3,1,6,9,6,4,2,8,3,2,1,57
